,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
GENE0117,6.601862366517079,5.439929577036078,4.520436387983061,6.505110051416757,5.2803293996739935,6.324012500682206,7.1565648225948175,5.885230918076921,4.974953709566253,5.693143759041942,5.086287995402627,5.038234642640999,5.513935911242477,4.583818456181056,4.74729838856619,6.672953516502598,6.082250115972024,6.263088028048754,6.713247613747812,3.9102538518145415,5.577313294803393,7.574780769310773,7.789033592098514,5.166067767311286
GENE0118,4.941361816583645,3.6543402561259835,5.451979343402308,6.538579433220931,6.892129770368577,4.464087340957285,5.689175268278087,5.3159162749473055,4.713877396550455,5.221935058936033,6.82122868465867,6.423025116303251,6.2878022124259925,7.363601134770081,5.769893135985738,5.733412912474454,6.36704771669029,4.791550362837141,6.806165851056372,6.565477885068105,6.305118195618057,5.1183088663860055,6.642541137019578,7.783285517830997
GENE0119,6.477813737176554,5.278231537329486,7.845395522771254,6.382498917273953,7.804988486639325,4.8411632573256815,5.16013073283272,6.7834297169283735,3.0097680037212853,7.997511516277116,7.322896900284866,5.161846235268769,7.270152126518703,5.9902464483856015,5.6703942283919,4.86043211541739,7.060220146610325,6.6913913896501445,6.243663010044802,4.6760108788775465,6.506658039429964,7.0266041629572396,7.872162907267706,5.789649715207205
GENE0120,5.3796189439969,4.7981188723208215,6.067691355664852,6.88276143389637,8.117015438037969,6.518830643334148,7.434120086522021,6.131830003786713,6.757469242785741,5.380286008113165,6.2731265724351815,4.869018801097677,7.176675312940774,8.31696962680059,6.1658872660072594,5.512485903535125,10.25491191677086,7.262676248347917,7.6562321809969465,6.437183763794688,4.871941977432883,5.7689559588539625,6.093501540185033,5.963158079359358
GENE0121,4.796676683551388,5.970926684799516,4.727347186202603,4.524358757461371,5.1346166175805115,5.675070225627571,5.747973589252669,5.844889544573253,7.976525572825187,5.847880594919778,3.954836561889274,5.599326091296792,5.684327465277592,3.4625284772996046,5.9336211504569025,5.33092082511123,5.82958830894504,6.164962423697421,5.755863046168099,5.7753295009591845,5.328947255924702,6.514561886820559,5.451781784634017,6.593647258586752
GENE0122,4.685185376931191,5.42998990135959,6.4220740361926065,4.656615416273143,5.279151815985882,6.499065434954708,5.060413192808192,7.222403227765839,5.918101021514864,5.567390915954322,6.546692763811787,5.980246264033345,5.942834148519824,5.6968855844147575,5.74191591521808,4.754039214866093,6.616874552617421,5.244108854657299,6.987962946064195,4.878527768289184,7.192602988674628,5.0623060827430075,6.717107047687542,5.456267367583248
GENE0123,6.104387711735029,5.256298110611455,5.0427865772828655,5.51089678824858,6.611610033162091,6.611011614626643,6.49524447898999,6.164152603514127,8.173010418133414,5.010885708532356,5.771886751497202,3.2121512135728225,6.363490143983139,4.939545983060077,5.863909111469492,5.1104836616541025,5.730843878113279,6.067496888340621,5.133987074488638,6.250594983201447,5.441766511037296,5.19651627499409,6.615260321332282,6.147851347627169
GENE0124,4.006415553460967,5.551525920586375,4.834389776103742,7.358494617944682,5.104971857462809,5.221881252699474,5.958755443932294,6.452786772550247,5.171356473056263,6.080577568781105,6.203977181899395,4.125713911020083,6.41571975177837,5.363456102945449,4.66214122248291,7.86318496784279,4.972576103122978,6.732479016710661,6.4232000063030705,4.118731936704293,5.101283986868703,4.722626679081565,6.890327292644934,6.764002259514659
GENE0125,7.635123799492619,4.85154920359574,8.468307697356279,6.922928237445638,7.710196002186498,6.079649882447812,5.617300782336723,5.000676743384303,7.296314025361929,5.786811991216972,5.799859031964058,7.156904805599145,6.823210774376546,5.711863879727826,6.09142751807051,6.252025910998577,6.016749158589881,7.229918396551969,6.519681098402254,5.606697484258922,7.359414309273411,5.281439993887148,5.843520685800498,5.702122670904657
GENE0126,5.524866349819243,5.614931018323831,7.007397604283129,6.032777974442957,7.83925608044057,5.406951839591634,5.314916247976507,4.543191046760681,4.538857360370782,5.129756825103052,5.0848198551135,5.34014122362947,6.139021868261904,5.08072157907232,7.789475452568848,5.85909421198257,6.859428542539135,5.010282089571347,5.543475823943825,6.306366879795885,6.4321130129749875,6.945323275526655,4.543105690615586,8.863952376494355
GENE0127,7.7337764638922195,6.222267421633512,6.354511516353801,6.213144918738545,4.92382283685434,4.479807139568454,4.716978419872896,4.577947614485348,7.832114580338609,5.443055838810192,7.194328108474653,5.713929210555776,5.844935947307212,5.720279936791169,5.344980139116044,7.905835752475503,6.12667826545543,7.523029829665445,6.237762500607268,7.543184976955644,6.088314116805367,5.690394574318956,4.3683120131503825,6.803349740059021
GENE0128,7.675127486706386,7.082427180983319,5.51987482924673,6.866654098261221,4.823063510657501,4.87724034870633,5.229689965248522,5.245056227280633,6.640191472242551,6.902619229087911,5.541705363237737,7.745604795061999,5.433835020671482,7.281609082898404,5.594219828836515,6.012011942119693,6.074078290870585,6.920251373712721,5.777421221164336,4.152252356708783,6.844402863671477,5.9921028740525974,7.914509179243146,4.5752550694484935
GENE0129,5.771379142912691,4.226751778655457,6.111031752959179,6.112523059904737,7.542157922978877,6.53243129648981,5.439888344843867,6.09703702376013,7.07942309128041,4.064537085191418,6.59458187153469,5.212557979453253,5.598440589827504,6.018877454676081,4.330314424608817,4.341671785230481,6.716656339608582,5.53252003537152,5.9576421319606405,6.247989735738311,4.632274758895029,5.181209926511465,5.014174488317966,3.4400941292157774
GENE0130,5.782101063928238,5.8191467015663445,6.521983106323582,6.387026130686036,4.091555414128517,4.115670253162216,5.3162507064403215,6.2291340835505435,5.429668131108445,5.139911100506761,7.447723309850974,6.6312548711145665,6.776906756576576,6.381424570024599,4.781420388487364,6.8046969007445615,8.773993379631213,6.66804927437722,5.887399180628551,4.309929436906595,5.16712820992321,6.764005401261868,6.71102822763028,4.862955820495749
GENE0131,6.529468539070349,4.936852340218577,6.950933116397707,6.668696766950547,7.077077775987955,5.459436770259393,6.798344721013795,6.1261043458132844,6.436635545043983,6.071156670751828,5.049138084111158,6.359002017791347,6.498195857489529,4.7852282211586665,6.628101700571136,6.570328306145919,5.2562186351802085,6.29144412338097,5.323641339754299,6.645386093196629,5.024120556392248,7.455610061216087,7.397531040861555,6.899071708294637
GENE0132,8.144203257320756,7.570990543853054,7.030797779836925,7.71921557840366,5.863645451544271,5.391650501639526,7.078383095796176,5.879900480071595,7.014016644121915,5.152196218028713,5.275444109169272,4.395060497665666,4.776802884043693,6.377878945275096,4.449318236840947,4.911321551023982,5.119117724961793,5.551409790803399,6.096711743585528,8.156250166185819,6.873849221457738,5.351613068364699,6.024250259487469,5.408326321652819
GENE0133,6.973376826088645,6.618706519641382,5.403323003264804,6.423842963583048,6.499229876777272,6.059926611214108,6.4307539612584925,6.635504613016919,8.343126022043243,7.317950986825777,4.942153796897858,6.276272320175822,8.341127528378655,6.4011304173119905,8.029223866281553,8.884363178884515,4.978140820493982,5.923419205724896,6.080369133786729,4.565708400557166,7.529651237074148,6.378820100124785,4.182351295905071,6.355385280824243
GENE0134,5.133341218830077,5.974929587655753,3.2585652973147132,5.796242104787871,6.9264427216195825,5.536568442216213,4.045570318077194,5.936358085867972,5.778001978823429,7.725429905612515,6.485770385639967,5.74634743161625,4.677664653882092,5.950721462547589,8.130384938954109,6.418034534205645,6.723010692517118,3.278944078752689,7.008744569274704,6.103122019657093,6.025635009908783,6.190340571553013,6.221052719371485,5.715888148806167
GENE0135,5.455715218741198,4.456704027732432,5.593447056362351,7.2232773644604995,5.385854505133986,6.8760685853560926,4.821704622097918,4.509858947893936,5.527900626135176,7.017488885429944,4.383066863909675,7.9520191992609535,8.351354460687027,6.7782383826471015,5.410026430801648,5.4778968820457665,5.242610588254566,5.2411462991971485,5.759881130495195,3.9893929702034105,6.3841230219035925,4.755003601702058,5.05323232576372,5.162716150566481
GENE0136,6.397942434651108,7.215942479435768,4.882470129623234,7.324219744554068,4.7632849508868285,5.198928801697194,6.986488132725329,4.172131165884881,5.392980759477748,4.979038639529431,5.495944909463108,5.244923108133801,4.084691803204433,6.668093907181158,6.381119765184158,6.984374494884891,5.550673806217565,5.896668099023663,6.98193770844558,6.2465931779683395,6.996382095098285,6.91677719529925,6.049046053635706,6.1048042891749486
GENE0137,5.925365738987527,6.1061009116232,5.398637463362381,6.3747291024625055,6.202154100490275,5.336554775689787,6.425411819172672,7.356112478016616,6.009064821855988,6.076228154790656,6.202614140957008,3.9038710235038994,5.599577711244771,8.546823329449854,6.0469331951333904,5.012747715900135,5.957986244370117,5.3794476108982945,6.18609348632215,6.201589251845379,5.930894156627966,6.9809831540696035,4.668294213963996,6.363487622388491
GENE0138,7.148716334569683,5.695501786581859,6.893255133097091,5.748119385516108,4.799417735872033,3.907643109647356,5.388809418148775,5.652732545954275,8.412275694414344,6.050300481688504,5.379766891774155,6.584054669978394,5.571278612042603,7.1364364790983545,7.696430916868455,6.177462512483119,4.041316654987158,5.8895114141374245,5.822340180959104,7.8001621978796125,6.4913640888033814,5.569644323508491,7.537925142796763,5.870224264164584
GENE0139,5.859746047073737,5.449548115725882,7.276077125288208,5.409191632638897,6.714793230462261,6.440656767076721,6.075349677076637,7.00377353050788,7.6957122178669355,4.645356048315845,5.820810357147188,5.732158162337365,6.117077275892206,5.3624164303571895,4.869409083502301,5.880849967522137,7.1188627429320315,5.777517303863452,6.457160357844895,7.6841992527716485,6.182876441977209,7.089360472771178,7.1916136360660134,7.365671049368257
GENE0140,8.289752085574987,5.859853287387263,7.004574159818643,6.2391512925042125,6.548455470613637,6.452500972886699,7.313265748027245,5.441936777761667,6.432250725992782,4.601850668172035,5.122745064229077,5.3654075321921635,6.651260360247572,6.4611676684507096,7.540173553362536,7.0857373439963665,5.983186494312772,9.313119098129675,6.2080598519473025,4.4613653637384045,4.608098062006976,6.7671976999269665,4.280550592254902,6.200335379789759
GENE0141,5.631418611031006,8.099243396585514,4.716001477385544,7.094778845454833,5.616829467812704,5.516365675720343,7.676011070362813,5.432996407372824,5.010927321283201,5.48321603602679,4.890476966360022,4.31627773077808,5.141179220527109,4.227545079655059,5.049761522535344,5.022078881987643,6.273710505529216,4.577395223538062,6.653508289374257,3.625583987110915,4.978210675528333,5.763257597779212,5.555268654096679,6.061056197468783
GENE0142,4.519598869851104,8.09006480796547,7.781654202131034,3.143448890386178,6.6626349415078,5.611060162208016,5.862587340037502,5.885546507562981,5.119810980277168,5.86896275018702,7.674813520086625,7.999991022446182,5.86503871178716,4.207351588197762,5.712587223649079,5.652783743302756,7.574436796492616,4.665140384976662,3.920986340030108,5.212780775946703,6.711794248566844,4.95318676399405,5.708280361118126,6.8026367982452705
GENE0143,4.2852687911791705,5.8621611764906465,6.243086331280009,6.686206493926668,5.5212390599652075,7.671149238962086,5.4370093941035496,6.866352027112562,7.213317398556697,3.1721667460924534,7.672607217767933,4.780698734327774,5.496537884905734,7.179369429476268,5.498528670968603,5.884252170997526,6.9954863088897445,6.1636597046929085,4.871175334525488,7.29005709701388,6.358010607160706,4.25852732296316,5.848182906878668,6.348567412162565
GENE0144,5.537621655910511,4.184779272889943,4.45526209082342,5.241315730581947,6.373712270140483,7.256548059114894,4.431875257809673,5.335299640432278,3.6660751109279044,5.936032867375254,7.6342736923580405,7.099453959031611,5.674034857004583,5.604301204141021,5.572791972139268,5.641381394329887,5.9969722901866875,5.569463415494943,5.960152579795466,4.7275046208482525,6.460831682610343,6.650131697008302,8.701523900997584,6.515206200765974
GENE0145,5.8020401895057825,7.7383283980083855,7.518929275028506,5.1886196500879445,7.889917993412369,6.352905980735924,4.441364019471336,5.187271192386598,5.303884204045768,7.623208367515206,6.186199529337358,6.103386999699283,5.928686830261012,8.172707338357807,5.765575773343511,5.536442071568764,7.3006922673717565,6.1771106650075716,7.546657665668925,5.53765098742256,6.19031551870113,7.971189046588236,5.447656528795643,7.066407524269351
GENE0146,4.292277177172687,6.80633532578099,5.276996683789267,6.968526796013957,4.757819457876724,7.116853720359392,5.917343685696014,6.437090343032537,6.118294574523377,5.868871291860251,5.256101887791198,4.92333931660642,6.748409012863974,4.729954429274068,5.806986384637565,4.865182760598989,5.599046376613543,3.9063980514977885,7.274707122974284,6.767663902382052,5.92269005305774,6.178711596530114,7.273516198949581,5.3875844863978255
GENE0147,7.421152521702854,5.202421050972381,5.937140818335242,4.450341163877328,7.4932694008776135,5.666377930517111,6.353970108165546,5.134984242652223,5.754259684014078,4.872883571284652,5.047021730529233,4.18377480454315,5.686583060253837,5.190549016218292,8.400303172780403,4.72699963597462,5.194566573217039,6.79212014911936,4.858600317058776,5.790347133928802,6.727757081870542,6.644592307494398,5.977162601749527,5.820965987708019
GENE0148,6.9834890588581295,7.259732270091125,5.992824388423008,6.484407322541451,5.344277608599685,7.174166587033421,6.764821246477165,5.559327851325596,5.335688392783104,7.899387961248893,5.357255402096137,5.6817693928477855,4.538287630667135,7.04161248995065,5.347320390646671,5.93997447183864,5.843227932171792,8.522505953216735,7.892102683359953,6.283881324866135,5.217880243727659,6.07510144570566,5.86190800117876,7.687471807155003
GENE0149,8.773304423808428,6.304690231691448,6.823685100558906,8.103518046553377,6.526815492802898,5.064611258208417,5.832859598483926,5.951018910336483,5.161500444963467,6.010889149734099,4.287936163811312,3.785075103143164,5.898263466004026,5.7226637889395695,7.933904019682337,5.449150252873063,6.312007658223443,5.517949135131184,3.9633552720954524,5.9279034872537775,6.231885244840024,5.3855738455148305,5.770253622143525,7.030128836985572
GENE0150,5.693110373727233,7.396020955709887,6.233346159806094,7.159935387231054,7.739898031833609,5.006106122469204,7.181541752578078,7.4534092154889615,7.180168606659595,5.706577224430164,2.9713070430934216,8.695615854599485,4.272439222781257,8.195550013627688,4.717991455837471,4.618802306782657,6.088026474604129,5.927078542531865,8.402714803254627,5.28160007273126,7.009916451843903,6.562527699868,5.026840352431507,6.6177613788641505
GENE0151,5.9186679880038655,7.303956528619313,5.768569940494355,7.64025097931523,6.4177937668711715,4.678683035464231,4.050410676730765,8.021257132508682,5.945764168982365,5.938070362962167,6.284579000355066,5.96453880595349,6.135693730694445,4.211641087897844,7.037035087741541,6.1971565027536455,6.777877010899231,5.398914652566215,5.998615795030823,4.4300808255224196,7.232503078471374,5.8760137784565165,3.364653379587496,5.612503268676505
GENE0152,6.429122196077195,7.630745696723549,4.398883817684305,7.445397013666299,6.789734507412208,5.51133591584094,6.991636112534748,6.351863225405711,5.3951157403512875,7.223256941864222,7.5418843907482485,4.456686417307982,6.4042074075736855,5.829770148161281,6.521590942399594,5.641369324889085,7.668436143983188,3.9367565086683114,6.199845799896784,5.419062563503054,5.7427227452324745,3.875205246605182,7.402367893843312,4.457313810192188
GENE0153,6.499961444643127,5.3882841577495215,5.694498387092336,6.645034181642226,7.359683790978435,4.539368240509458,5.545914461841482,6.306315345414532,5.950864763746261,6.934968312141494,7.657100794157378,5.2654244093532645,5.079072605595637,6.607081539822776,4.691913775041707,6.522503895691263,5.941849840321495,5.818398459724645,6.77868450712573,5.46415737008966,9.612606239072434,5.673802078483481,5.181237902272697,8.498837584347969
GENE0154,5.9711454378819475,4.827879901754143,5.8184493042711445,8.008097776695699,6.278908095127624,4.9882831632596245,7.049186836146146,6.695270507577794,6.665219034376935,4.198039307780017,4.83939814620847,4.297558400688846,5.623450635809153,7.607119044127494,3.9511555801627196,4.685550971773621,4.109979407350055,6.859829729144268,8.055866726992262,6.278695084925996,6.519361931602998,5.9560736481596495,5.79667045497632,6.764894943069249
GENE0155,4.992475714931383,6.700641022194848,5.650450200216418,5.951402835236864,5.379239237382661,3.6704643010498748,6.812785828133331,5.863775106820139,5.920483409666095,8.079819228458932,6.1473409619326445,5.170769189151006,4.289792600830661,5.63595360521961,6.442408414901578,4.3956422226558765,7.17810423487736,5.5470968951361606,5.799265029019578,5.962345721653005,4.413573337963966,5.4028305077011085,6.429932334449888,5.888733322577704
GENE0156,5.430591002385163,5.6110446844773,6.585312743274994,7.52417250497142,5.781733091586507,5.0037859726543115,8.681717715966856,7.099759064990469,5.848211313916091,5.319418119626645,7.872477939843401,5.046958641040099,5.998324179854206,6.746452491750636,6.205201275702595,4.940543885683231,5.548135572586416,5.9753579481228885,4.702781908494723,5.794418661398144,7.603836657324649,7.976762589915438,5.744589643768596,5.919747113599247
GENE0157,5.763992358225673,3.6727755669129722,6.485281616990109,6.2705073356168,7.119146541786019,7.148981142917023,6.6605705092856065,6.6742381776058295,4.8420568799950585,6.1770170336088075,4.43428355049763,5.560783242626277,7.77453249425345,6.5601556818976325,6.302755664579387,5.943810158318736,5.959132778396384,6.16293682873337,6.0758419755674495,6.709850583335753,8.22048409063304,7.574719021339111,5.505924441892737,5.311973729761976
GENE0158,5.411584310881218,5.293860284341736,4.076717127717673,6.11756314907656,5.544224356299687,5.965840770327944,5.444254188717192,6.0608131544356105,5.270384860085296,5.293566727774394,8.192496153208072,4.648638074271521,9.42835378782179,4.503859136703886,5.083133596455273,4.608749973449739,5.56831203640609,2.269943942786868,7.078995359751545,5.090332543611304,6.346225930147765,7.897419077639838,5.42435019904731,6.426573538358247
GENE0159,4.990152274576576,6.910994784280667,6.379521745062365,4.6166904325147415,7.491648714277023,5.879140990543118,5.812212749302685,6.7558732124394485,7.13099349090258,4.861411346461718,7.021064889246575,6.042520446294031,5.729075468161488,5.2868720255225305,6.246072073613764,4.444501283958595,5.0819976988471405,4.1489557042434395,6.919156287820247,6.182564544123106,6.259217420091657,5.48989461610266,5.784529969387071,5.788713812212951
GENE0160,6.372022181752208,4.312729557486169,6.103587891605782,6.499625782930395,6.542078153800738,8.203738876606945,6.292398654995046,6.958096731068513,7.0475351961628245,5.183947297264766,6.870422095380002,3.887940142784351,5.105953990946438,6.762784418972061,4.768141650683827,7.197145423017542,7.150184891676623,6.483237877884363,6.329729578888655,5.7524164481337525,6.214081860485133,7.136759158572439,7.2820046411956385,6.123302366456093
GENE0161,4.541101427666952,5.694923223173943,6.295613823444881,6.890879126901832,6.483143845659917,7.432667750628421,5.262569408717352,5.267135063523575,7.107583910676187,5.0051688328616,4.870923115668651,6.073816473268616,6.8395711133737835,6.252996945089896,3.123450010112703,5.850900440916721,5.1887590633806875,7.318703858871279,4.3112506491800415,6.633121533903463,6.020778846932679,6.29391095849012,6.880127543751999,5.776094951086354
GENE0162,6.1086285517390015,7.9151555190507,7.104480516636558,7.025412017377069,6.989847400686526,8.092800734473032,6.6410293638381575,6.13968080009687,6.701394566994326,5.391118956983335,6.934451251668073,7.132751833188588,5.64032794934958,5.861446947019033,6.389949480059465,5.307444920694371,4.866282465043972,5.739925391562466,6.0846272886419985,6.736046835037794,6.615334483973837,5.95487135096804,6.6366049252244235,5.42761800661956
GENE0163,4.346063088101009,5.781506385240741,6.276336471151891,5.365324678811193,4.39251176168883,5.050584887726513,4.677143885900227,4.500615817914618,6.065571234764842,7.310948201957086,6.048327538964842,7.297969587008056,3.1353733757906026,6.220283042203268,6.622840870399243,5.163396390624042,5.029080713103791,5.613126432362504,6.985513615753821,4.708238238810133,5.099548941340134,4.56187592524207,6.666480416424262,5.230162148686245
GENE0164,5.893440965582177,6.525800946421102,5.454355892108066,4.388090830155763,6.556897241659243,6.637815440888876,7.765441169747988,6.3419726629172235,6.081922862375202,6.306248320047223,5.800818428839303,5.964880038451779,5.342135665347523,6.292809999045611,6.313226372731502,5.819445801810514,4.964605597180865,4.368753054457142,5.4135837729376135,5.298729471570684,5.5651265605248845,5.493631121162811,7.887263965673264,5.57115800373883
GENE0165,4.533076333214663,6.019519866495758,5.580682632947931,8.044649064915422,6.327243988061661,6.986384381452538,6.032957684540944,6.211243435668657,5.4129001958055145,5.944949912594126,5.006715732768613,5.51739592000715,6.3467911100512,6.423868050622961,6.240621779424289,5.327728352415685,8.438191534965283,5.897575141599009,6.2671417851167055,7.3889935216195965,4.975611596579133,5.8032471562171795,8.019222457699417,6.503188066966998
GENE0166,6.874359321713102,5.589981403398489,5.548986351950631,4.815303900859571,8.201105554307919,5.506226880804547,4.515543655539659,7.294225730923907,5.267338310011177,6.775902933835459,6.741580801300581,7.14077105078396,4.465613400564418,6.413568467562743,4.8053627700052575,6.06483850536417,6.943843069440467,4.115462145928301,5.516369757583507,4.959224567414547,6.177581572538704,4.770894670907843,6.751094925091186,5.7271403611119736
GENE0167,5.940738243643272,6.252879573272575,2.9279053369502592,4.825037058261763,7.6046083591316584,4.645976251266737,4.839644506802993,5.603798450965135,6.858789549229252,4.474891551094048,5.709241544541535,7.343225585586013,6.34927675912643,4.910298113054225,7.138144982288355,5.633998013861736,6.504258282303515,5.139866728571864,7.087530198586546,5.6374960332312725,6.245910073531275,3.9903363722263028,7.6471256876561755,7.4378238384078506
GENE0168,4.700223892992876,7.687422142518116,4.526256423766775,4.609258547908863,5.771266305532247,6.203846282220852,6.977802075903077,5.902046256477536,4.832727859845144,7.179872072832425,5.809322185161479,6.706103323800252,7.050630295582356,5.388008369306168,5.727050355387793,6.71834630748803,7.0633212877481615,5.332398517493248,5.967619075056872,4.478209537304339,5.55799647732832,7.634717766980625,3.990644037807943,8.001055886692766
GENE0169,8.029122648532168,4.688422647401722,4.847479001812,6.021848874143077,5.556055173040165,7.168723108126053,6.858956522068276,5.919206930090361,4.556152780939523,5.711198487564571,8.807395022302135,6.263499286450057,7.597491419643688,6.429570901295365,7.929562529873678,5.947294547607252,7.355065699576311,7.091235192079131,6.116909411596888,6.121419711593053,4.406302930054077,5.6055330814199795,8.76494691426588,8.00082018412164
GENE0170,5.931768433725874,5.0899165703368165,7.388944712359964,6.3489775601622505,6.555019659228209,5.698790168233526,7.675736272208739,6.316409729575082,6.720032599350828,4.871275361612818,5.171111083879761,4.766018332951861,6.517557713057604,6.114351792231394,4.553604284964215,6.365114117477048,6.157525679484227,3.9575136821178525,5.213789442900743,6.278613407165132,4.870130188646484,5.71680320289713,5.180718510174113,4.26255052123013
GENE0171,3.6702423558017374,4.70184866276066,8.184948385994497,4.635386398211189,5.8070977138724205,5.924516017875294,8.13156117993665,3.718694226991055,5.204097315477081,6.312595551365343,5.8543358658121765,5.518865175888361,6.59256188674487,3.655169638770507,5.653577586034635,5.345436747156268,6.944702591857755,3.636362498722016,5.723535546623413,5.77075276115795,5.4826006412761705,5.301222753157193,5.797053877417967,7.151200673141589
GENE0172,6.657080532880929,5.149795205961602,5.141693323664586,4.735157030931315,7.0425983442486535,5.272373985102701,4.574746718230182,6.018710049251596,6.221640653309366,5.601970695888579,6.032564682273769,5.719073072247671,6.4629032240048545,6.202429553313401,5.199131360173369,6.616230994080795,4.963595573751008,4.721936477849553,6.08799544030939,6.318280688923982,6.847483057321393,7.9407725017141715,3.8885623857178353,5.260366704793744
GENE0173,6.04295127843478,7.7654699944708145,5.4706088364823815,4.100742645027121,4.702099792202296,5.683926698692207,6.335212888244102,8.327585101507497,5.184179463009669,6.49112878025331,7.04676113050092,5.270471133377897,7.735974190718082,5.257339432140271,4.756139186881095,7.590254746422138,5.844040761089543,4.659553916484376,5.410118732802767,5.102424132299324,5.279189096868209,6.0856930487027245,5.508561378703999,8.155045398734307
GENE0174,5.493264367453873,5.720817595501044,7.516263170338382,7.257293978289801,6.715125764972495,5.447733361524173,7.474132607747277,5.461908147613977,4.717276349916248,5.231110853495351,6.7668380129742705,5.598787705367676,6.108734212946617,4.808458727931952,6.793540349619416,5.075242207807186,4.916032938443946,5.654904536122355,4.4539379346262145,4.873124722585271,4.9304557596395835,6.14213289284914,5.105242260054165,6.217974126556832
GENE0175,5.71154574943178,5.369272641534325,7.246954865115647,4.077539900073964,6.565273838802316,4.639940709885391,4.991563818570411,5.412842669534383,5.635663097393871,5.828006443859465,6.001850876275697,5.323083350124857,3.2642464109081004,5.077176530949621,6.794265948259597,6.493309225676529,6.5268662255309176,5.600933179993673,6.402540984678499,5.355282545579721,5.462057095489593,5.224802978016996,6.926203346445621,3.024614933452208
GENE0176,5.995153727537141,5.9945374151570485,6.084794736081684,5.768851825631725,7.218206470946239,5.903914649488131,5.625203781437082,6.575238098004147,4.11025818758227,5.058556940653803,7.020280741489334,6.165248757801245,4.320840632384394,8.744909009100692,5.680169699829342,5.019626000643424,4.286779378367715,7.351406950106981,4.832328931189822,5.436125589770414,6.225170669559128,3.6551046927109536,6.7655472110532,4.875939843801383
GENE0177,7.050140696627991,6.17722291519842,7.122611091002713,6.091446737962662,6.995885447635124,6.3693016547376615,5.803409390967031,6.243737928543534,2.6023021060406593,5.271606213867179,7.1700806750768145,4.463990843897259,5.228637526485191,4.2006335116333275,3.920677589467359,5.440418616200265,6.317242617616954,5.5512674466889385,4.469809947557315,4.55137808250042,4.784275502251349,5.517197878633625,4.795566771018552,7.050208444868935
GENE0178,5.055509466599154,5.304772269834234,6.4235232805847415,3.6037986432071487,7.508040031377266,6.752616880866643,6.722516540711921,5.027806519128396,4.891990395158104,5.170680184047574,5.41389928874015,7.2363197813093185,3.698340424897664,7.278525309478576,5.609947502284411,7.029606035753871,6.26997955751686,6.550503700861219,6.896286238313322,5.715391183282999,4.803184880925923,4.852147341471991,6.907536494083647,7.545682723793843
GENE0179,5.048028381972963,7.076282857958549,6.914677348335864,4.191868956119627,6.87494282241352,5.197616877004625,7.522805478176966,6.132796836836328,8.620088829289031,5.847076862307202,5.204696934866026,6.478331570647224,6.7464678991082785,6.528981460779063,5.487579509780014,6.761048278066027,4.613841798526308,3.409995743469088,6.307020626699461,8.364903014253743,6.58865444242886,5.060858882970005,5.557370683613199,5.915250221992673
GENE0180,4.916149500699642,4.824539068011999,6.327328768527944,6.388120813823097,4.888150789185319,4.398822742115828,5.666463803625104,5.427448656045448,6.5952740998992585,5.064047847382544,6.24317175261025,6.3348742875081445,6.752327453974099,5.791791075247288,5.126142289626425,5.550642775858644,5.670348993402948,8.064487382806877,5.295545443080119,7.958262147557717,5.930637084936223,5.438315808318658,5.139821664176717,4.688275936091433
GENE0181,5.6713044426343515,5.797873619702285,5.884536347653001,8.300869851814547,7.39050065395683,5.967824832413495,5.421002928719985,4.315018468406204,6.156784531304252,6.957046183426193,7.30582446585308,5.252261942598197,4.375640963809084,5.875952296310688,6.395852060624177,5.502939481617172,6.386035487949438,5.740523286849172,6.037894352802836,6.126510918141392,5.786659105466232,4.456270834218658,7.198769067367533,5.213770821255152
GENE0182,3.296763494582734,5.728294759956475,6.2538381082606005,6.883753989971387,6.065964521511302,5.924584415577575,6.005696257487088,5.062492554563479,5.461340614517169,6.803854666835219,5.281328211636167,5.996048105098694,5.373434854240503,5.147708341480394,5.639543137860123,5.657088283802626,5.690897633569453,6.150111227659769,3.7477496099300205,5.3848482061338485,6.454605502742594,7.37882651983941,4.524400700949082,4.6388080118879005
GENE0183,6.082049951617451,6.959097398737303,5.003677358371039,3.8464797685577086,6.100827151534731,4.89398826556801,7.5774362047600805,5.707469773770869,4.5510735396643955,4.855798014191531,5.993728358768269,5.46446831256598,5.942429309542909,9.045945593141852,4.679666147438548,6.659979720664161,7.288004198092471,7.143302466054371,4.723360026471955,5.94670869114158,4.2460726214538465,6.696985283613034,5.3218427538861715,6.194310246623785
GENE0184,7.33875071228878,6.095413987684294,6.076258737667107,5.590366702671434,7.217538937123712,5.230546675150142,6.310119690379802,6.477082848191233,6.677446957563067,6.194722503186312,4.7549197410688135,5.853058307248648,4.0276960464377884,5.584795296189089,6.569402015665977,6.956368318439556,5.164771134484399,8.121550488764903,4.172634943235873,6.382290804588942,6.490950293812362,6.510421195435345,6.315412815731531,5.971037868470075
GENE0185,7.743818019123619,4.740808843162179,5.526478611291129,6.015220011254981,5.731751811160135,4.8632450840156025,6.558572119468242,6.166813090721319,7.741338864807174,6.78904554357752,7.0887599902648075,7.0464193311005525,4.784020121678714,5.5379717035799745,5.569780395977506,7.147016822286087,6.112147503221365,5.96389129444067,5.889023919204827,7.141431063282697,4.872086535908285,6.009395893545378,7.608848631159005,6.533442720885187
